ECLI,jaartal_delict,jaartal_uitspraak,regionale_eenheid,veroordeling,tenlastelegging,modus_operandi,geslacht_dader,geslacht_slachtoffer,strafmaat,moord_of_doodslag,verweer_verdediging,bewijstypen,aanleiding,gedraging,gevolg
ECLI:NL:PHR:2019:210,2012,2021,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Man,10,Moord,Ontkenning,Forensisch bewijs,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2020:6324,2021,2012,Midden-Nederland,Vrijspraak,Doodslag,Mes,Man,Man,15,Moord,Geen verweer,Bekentenis,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:GHARL:2022:5584,2010,2015,Oost-Nederland,Moord,Moord,Wurging,Man,Vrouw,20,Doodslag,Geen verweer,Forensisch bewijs,Ruzie,Steekpartij,Dood direct
ECLI:NL:RBDHA:2017:5022,2020,2012,Oost-Nederland,Vrijspraak,Moord,Wurging,Man,Man,12,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Schietpartij,Dood direct
ECLI:NL:GHARL:2018:7948,2017,2014,Rotterdam,Doodslag,Moord,Anders,Man,Man,15,Doodslag,Noodweer,Getuigenverklaring,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:GHARL:2017:6624,2014,2022,Amsterdam,Moord,Moord,Vuurwapen,Man,Man,12,Doodslag,Noodweer,Bekentenis,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:GHARL:2019:8144,2014,2020,Amsterdam,Doodslag,Moord,Mes,Man,Man,20,Moord,Ontkenning,Bekentenis,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:PHR:2020:6261,2016,2018,Oost-Nederland,Moord,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Wraak,Verstikking,Dood later
ECLI:NL:GHARL:2021:6080,2016,2016,Amsterdam,Poging tot moord,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Ontkenning,Bekentenis,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:HR:2018:9803,2016,2016,Amsterdam,Doodslag,Moord,Anders,Man,Man,15,Doodslag,Ontkenning,Observatie,Psychose,Verstikking,Dood later
ECLI:NL:PHR:2023:540,2021,2013,Rotterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,8,Doodslag,Noodweer,Getuigenverklaring,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:RBDHA:2018:7283,2010,2021,Oost-Nederland,Vrijspraak,Doodslag,Mes,Vrouw,Man,15,Moord,Ontkenning,Bekentenis,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2016:6803,2019,2021,Midden-Nederland,Moord,Doodslag,Wurging,Vrouw,Man,15,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2017:5061,2021,2014,Rotterdam,Vrijspraak,Doodslag,Mes,Man,Man,12,Moord,Ontkenning,Getuigenverklaring,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:PHR:2019:2625,2019,2012,Midden-Nederland,Vrijspraak,Poging tot moord,Vergif,Man,Man,20,Moord,Ontkenning,Observatie,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2021:1311,2013,2015,Rotterdam,Moord,Moord,Wurging,Man,Vrouw,8,Doodslag,Noodweer,Observatie,Financieel,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2022:9639,2015,2020,Midden-Nederland,Poging tot moord,Moord,Vergif,Man,Man,15,Moord,Geen verweer,Getuigenverklaring,Psychose,Verstikking,Dood later
ECLI:NL:RBDHA:2023:8400,2021,2012,Midden-Nederland,Doodslag,Doodslag,Mes,Man,Vrouw,10,Moord,Ontkenning,Bekentenis,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2023:702,2021,2014,Midden-Nederland,Vrijspraak,Doodslag,Mes,Man,Vrouw,20,Doodslag,Noodweer,Observatie,Ruzie,Vergiftiging,Dood later
ECLI:NL:GHARL:2023:9829,2013,2016,Oost-Nederland,Moord,Moord,Vuurwapen,Man,Man,8,Moord,Ontkenning,Getuigenverklaring,Financieel,Steekpartij,Zwaar gewond
ECLI:NL:HR:2016:4167,2020,2018,Rotterdam,Doodslag,Moord,Mes,Man,Man,15,Moord,Geen verweer,Bekentenis,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:GHARL:2017:825,2018,2018,Amsterdam,Doodslag,Moord,Vuurwapen,Man,Man,10,Doodslag,Noodweer,Observatie,Psychose,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2020:7152,2020,2016,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Financieel,Verstikking,Dood later
ECLI:NL:HR:2015:1715,2022,2020,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Man,12,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:GHARL:2018:8466,2017,2021,Noord-Nederland,Doodslag,Doodslag,Mes,Man,Man,15,Doodslag,Geen verweer,Getuigenverklaring,Financieel,Steekpartij,Dood later
ECLI:NL:PHR:2022:6229,2020,2015,Oost-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Man,20,Moord,Noodweer,Observatie,Financieel,Schietpartij,Dood later
ECLI:NL:RBDHA:2022:9743,2015,2022,Amsterdam,Vrijspraak,Doodslag,Anders,Man,Vrouw,8,Moord,Geen verweer,Getuigenverklaring,Psychose,Schietpartij,Dood direct
ECLI:NL:PHR:2020:502,2018,2020,Midden-Nederland,Moord,Moord,Mes,Man,Man,12,Moord,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:RBDHA:2016:4940,2014,2013,Rotterdam,Poging tot moord,Doodslag,Mes,Man,Man,12,Moord,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2016:2001,2012,2020,Rotterdam,Moord,Poging tot moord,Vuurwapen,Vrouw,Man,10,Moord,Ontkenning,Getuigenverklaring,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2020:5210,2020,2020,Oost-Nederland,Moord,Moord,Mes,Vrouw,Vrouw,8,Moord,Geen verweer,Getuigenverklaring,Psychose,Steekpartij,Geen letsel
ECLI:NL:GHARL:2022:3489,2018,2016,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Vrouw,8,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2020:7901,2012,2023,Oost-Nederland,Poging tot moord,Doodslag,Vuurwapen,Man,Man,20,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:HR:2022:7512,2014,2016,Midden-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,10,Moord,Geen verweer,Forensisch bewijs,Psychose,Vergiftiging,Dood direct
ECLI:NL:GHARL:2016:5019,2011,2017,Midden-Nederland,Poging tot moord,Poging tot moord,Vuurwapen,Man,Man,10,Doodslag,Noodweer,Bekentenis,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:HR:2016:470,2017,2013,Amsterdam,Moord,Poging tot moord,Mes,Man,Vrouw,15,Moord,Noodweer,Bekentenis,Ruzie,Steekpartij,Dood direct
ECLI:NL:GHARL:2016:2792,2012,2011,Rotterdam,Vrijspraak,Poging tot moord,Vergif,Man,Vrouw,20,Moord,Geen verweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood later
ECLI:NL:PHR:2023:2958,2021,2016,Oost-Nederland,Moord,Doodslag,Wurging,Man,Man,10,Doodslag,Noodweer,Getuigenverklaring,Ruzie,Steekpartij,Dood direct
ECLI:NL:PHR:2020:9272,2014,2014,Oost-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Man,8,Moord,Geen verweer,Getuigenverklaring,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2022:3898,2021,2023,Rotterdam,Moord,Moord,Mes,Man,Man,10,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Steekpartij,Dood direct
ECLI:NL:RBDHA:2017:3153,2022,2014,Midden-Nederland,Doodslag,Doodslag,Mes,Man,Man,15,Doodslag,Geen verweer,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:RBDHA:2021:578,2018,2022,Midden-Nederland,Moord,Doodslag,Vuurwapen,Man,Man,20,Moord,Noodweer,Forensisch bewijs,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2022:9802,2022,2022,Amsterdam,Moord,Doodslag,Vuurwapen,Man,Man,15,Doodslag,Noodweer,Bekentenis,Psychose,Schietpartij,Dood later
ECLI:NL:RBDHA:2021:172,2012,2021,Noord-Nederland,Doodslag,Doodslag,Anders,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Ruzie,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2018:4660,2020,2017,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:HR:2016:8896,2015,2015,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Schietpartij,Dood direct
ECLI:NL:PHR:2020:5440,2020,2024,Midden-Nederland,Moord,Doodslag,Anders,Man,Man,8,Moord,Geen verweer,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:PHR:2022:1967,2011,2016,Midden-Nederland,Vrijspraak,Poging tot moord,Vergif,Man,Man,15,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Steekpartij,Geen letsel
ECLI:NL:GHARL:2022:8746,2013,2013,Oost-Nederland,Doodslag,Doodslag,Mes,Man,Man,12,Doodslag,Geen verweer,Observatie,Financieel,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2021:6531,2015,2021,Midden-Nederland,Doodslag,Doodslag,Anders,Man,Vrouw,15,Moord,Ontkenning,Forensisch bewijs,Ruzie,Verstikking,Dood later
ECLI:NL:HR:2020:5866,2013,2022,Midden-Nederland,Moord,Moord,Vuurwapen,Man,Man,12,Doodslag,Geen verweer,Observatie,Ruzie,Steekpartij,Dood later
ECLI:NL:RBDHA:2017:4973,2021,2016,Amsterdam,Doodslag,Moord,Anders,Man,Man,12,Doodslag,Noodweer,Bekentenis,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:HR:2017:5231,2014,2018,Rotterdam,Vrijspraak,Poging tot moord,Wurging,Vrouw,Vrouw,10,Moord,Noodweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:HR:2018:5103,2016,2018,Midden-Nederland,Poging tot moord,Doodslag,Wurging,Man,Vrouw,8,Doodslag,Ontkenning,Forensisch bewijs,Financieel,Verstikking,Dood later
ECLI:NL:HR:2017:6216,2022,2018,Oost-Nederland,Vrijspraak,Doodslag,Anders,Man,Man,12,Moord,Geen verweer,Bekentenis,Ruzie,Steekpartij,Dood direct
ECLI:NL:PHR:2023:6464,2015,2016,Amsterdam,Poging tot moord,Doodslag,Wurging,Man,Man,20,Moord,Noodweer,Observatie,Psychose,Verstikking,Geen letsel
ECLI:NL:RBDHA:2017:9517,2015,2023,Midden-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,20,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Vergiftiging,Geen letsel
ECLI:NL:RBDHA:2021:3143,2014,2015,Noord-Nederland,Vrijspraak,Doodslag,Wurging,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Financieel,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2023:2938,2019,2018,Noord-Nederland,Doodslag,Poging tot moord,Vergif,Vrouw,Man,8,Doodslag,Ontkenning,Bekentenis,Wraak,Verstikking,Dood later
ECLI:NL:PHR:2022:4832,2014,2019,Midden-Nederland,Moord,Moord,Vuurwapen,Man,Vrouw,12,Moord,Noodweer,Bekentenis,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:PHR:2017:5254,2017,2012,Amsterdam,Vrijspraak,Moord,Vergif,Vrouw,Man,10,Doodslag,Ontkenning,Bekentenis,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2015:5982,2011,2013,Amsterdam,Moord,Moord,Vuurwapen,Man,Man,20,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Schietpartij,Geen letsel
ECLI:NL:HR:2022:2336,2017,2021,Amsterdam,Poging tot moord,Doodslag,Vuurwapen,Man,Vrouw,15,Doodslag,Geen verweer,Observatie,Ruzie,Vergiftiging,Dood later
ECLI:NL:PHR:2021:9300,2010,2020,Midden-Nederland,Moord,Moord,Wurging,Man,Man,20,Moord,Ontkenning,Getuigenverklaring,Financieel,Verstikking,Geen letsel
ECLI:NL:RBDHA:2021:8156,2020,2012,Midden-Nederland,Moord,Moord,Vuurwapen,Man,Man,15,Doodslag,Geen verweer,Forensisch bewijs,Ruzie,Schietpartij,Dood later
ECLI:NL:RBDHA:2022:8106,2019,2024,Midden-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,12,Moord,Geen verweer,Forensisch bewijs,Psychose,Slag met voorwerp,Dood later
ECLI:NL:PHR:2016:9363,2019,2015,Amsterdam,Doodslag,Doodslag,Wurging,Vrouw,Man,10,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:HR:2018:4885,2019,2024,Noord-Nederland,Vrijspraak,Doodslag,Mes,Man,Vrouw,12,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood later
ECLI:NL:HR:2019:3783,2011,2024,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,15,Doodslag,Ontkenning,Getuigenverklaring,Psychose,Vergiftiging,Geen letsel
ECLI:NL:GHARL:2017:7592,2017,2013,Oost-Nederland,Doodslag,Doodslag,Anders,Man,Man,15,Doodslag,Geen verweer,Bekentenis,Psychose,Verstikking,Dood direct
ECLI:NL:RBDHA:2023:8469,2013,2019,Noord-Nederland,Moord,Moord,Mes,Vrouw,Man,20,Doodslag,Noodweer,Forensisch bewijs,Financieel,Vergiftiging,Dood direct
ECLI:NL:HR:2016:4489,2018,2014,Rotterdam,Poging tot moord,Moord,Wurging,Vrouw,Man,20,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2023:781,2011,2015,Amsterdam,Doodslag,Poging tot moord,Vergif,Vrouw,Vrouw,8,Doodslag,Ontkenning,Observatie,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2023:3680,2020,2022,Rotterdam,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,8,Doodslag,Noodweer,Getuigenverklaring,Wraak,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2016:4155,2016,2021,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Vrouw,15,Doodslag,Noodweer,Bekentenis,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:GHARL:2015:7468,2018,2012,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Man,8,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Vergiftiging,Dood direct
ECLI:NL:GHARL:2020:1525,2014,2022,Noord-Nederland,Doodslag,Poging tot moord,Wurging,Man,Vrouw,15,Doodslag,Geen verweer,Observatie,Relatieproblemen,Schietpartij,Dood later
ECLI:NL:RBDHA:2016:3982,2016,2012,Amsterdam,Moord,Poging tot moord,Mes,Man,Vrouw,10,Doodslag,Geen verweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:PHR:2020:7115,2010,2011,Noord-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,8,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Steekpartij,Dood later
ECLI:NL:PHR:2017:3485,2012,2024,Rotterdam,Vrijspraak,Poging tot moord,Mes,Man,Vrouw,10,Moord,Noodweer,Forensisch bewijs,Financieel,Verstikking,Dood direct
ECLI:NL:PHR:2015:9440,2012,2019,Rotterdam,Moord,Doodslag,Mes,Man,Man,20,Doodslag,Geen verweer,Forensisch bewijs,Financieel,Steekpartij,Geen letsel
ECLI:NL:GHARL:2023:4705,2013,2021,Rotterdam,Poging tot moord,Moord,Mes,Man,Vrouw,8,Doodslag,Geen verweer,Bekentenis,Financieel,Verstikking,Dood later
ECLI:NL:PHR:2020:4894,2015,2011,Noord-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,10,Doodslag,Geen verweer,Observatie,Wraak,Steekpartij,Dood later
ECLI:NL:GHARL:2019:8528,2016,2024,Amsterdam,Doodslag,Poging tot moord,Anders,Man,Vrouw,10,Doodslag,Ontkenning,Getuigenverklaring,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:HR:2017:6843,2019,2020,Midden-Nederland,Doodslag,Moord,Vuurwapen,Vrouw,Vrouw,15,Doodslag,Geen verweer,Forensisch bewijs,Financieel,Steekpartij,Dood later
ECLI:NL:HR:2019:2178,2017,2020,Rotterdam,Doodslag,Moord,Anders,Man,Man,8,Doodslag,Geen verweer,Getuigenverklaring,Psychose,Vergiftiging,Zwaar gewond
ECLI:NL:PHR:2018:2496,2012,2017,Oost-Nederland,Doodslag,Doodslag,Wurging,Vrouw,Vrouw,8,Moord,Geen verweer,Forensisch bewijs,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:GHARL:2018:6534,2015,2023,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,15,Doodslag,Noodweer,Observatie,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2017:9560,2021,2020,Oost-Nederland,Doodslag,Doodslag,Mes,Man,Man,15,Doodslag,Noodweer,Forensisch bewijs,Ruzie,Vergiftiging,Dood direct
ECLI:NL:GHARL:2021:6246,2012,2014,Noord-Nederland,Vrijspraak,Poging tot moord,Wurging,Man,Man,10,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2016:1625,2022,2011,Oost-Nederland,Doodslag,Moord,Wurging,Man,Vrouw,20,Doodslag,Ontkenning,Observatie,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2023:4658,2011,2019,Amsterdam,Doodslag,Moord,Vuurwapen,Vrouw,Vrouw,15,Moord,Noodweer,Bekentenis,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2022:8096,2017,2015,Amsterdam,Moord,Moord,Anders,Man,Man,10,Doodslag,Geen verweer,Bekentenis,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2015:1626,2015,2019,Noord-Nederland,Vrijspraak,Moord,Wurging,Man,Vrouw,20,Moord,Geen verweer,Observatie,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:RBDHA:2020:1137,2020,2019,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Man,15,Doodslag,Ontkenning,Observatie,Ruzie,Verstikking,Geen letsel
ECLI:NL:RBDHA:2018:7139,2012,2018,Noord-Nederland,Moord,Doodslag,Mes,Man,Vrouw,15,Doodslag,Geen verweer,Observatie,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:PHR:2022:4499,2015,2021,Oost-Nederland,Doodslag,Moord,Vergif,Man,Man,8,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Vergiftiging,Dood later
ECLI:NL:GHARL:2019:5633,2020,2023,Midden-Nederland,Poging tot moord,Poging tot moord,Vuurwapen,Man,Man,12,Doodslag,Geen verweer,Observatie,Ruzie,Vergiftiging,Geen letsel
ECLI:NL:PHR:2022:5731,2010,2013,Midden-Nederland,Vrijspraak,Poging tot moord,Mes,Man,Man,8,Moord,Geen verweer,Getuigenverklaring,Psychose,Slag met voorwerp,Dood later
ECLI:NL:HR:2015:1731,2010,2016,Midden-Nederland,Moord,Moord,Vuurwapen,Man,Man,15,Doodslag,Noodweer,Observatie,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2015:2135,2017,2017,Rotterdam,Doodslag,Moord,Anders,Man,Man,12,Moord,Ontkenning,Getuigenverklaring,Financieel,Vergiftiging,Dood direct
ECLI:NL:PHR:2022:7579,2014,2014,Amsterdam,Doodslag,Doodslag,Wurging,Vrouw,Man,12,Doodslag,Geen verweer,Bekentenis,Ruzie,Vergiftiging,Dood later
ECLI:NL:HR:2021:3414,2013,2023,Rotterdam,Moord,Doodslag,Mes,Man,Man,20,Moord,Noodweer,Getuigenverklaring,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:PHR:2019:2704,2022,2020,Oost-Nederland,Poging tot moord,Moord,Wurging,Man,Man,12,Moord,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood later
ECLI:NL:GHARL:2016:6005,2022,2022,Amsterdam,Vrijspraak,Moord,Wurging,Vrouw,Vrouw,20,Doodslag,Ontkenning,Observatie,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:GHARL:2016:6192,2012,2024,Oost-Nederland,Moord,Moord,Wurging,Man,Vrouw,12,Moord,Noodweer,Forensisch bewijs,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:PHR:2015:6593,2019,2015,Noord-Nederland,Poging tot moord,Doodslag,Vuurwapen,Man,Vrouw,20,Moord,Geen verweer,Forensisch bewijs,Financieel,Verstikking,Zwaar gewond
ECLI:NL:GHARL:2018:7132,2022,2013,Amsterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,10,Doodslag,Noodweer,Observatie,Ruzie,Schietpartij,Dood later
ECLI:NL:HR:2016:117,2012,2018,Amsterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,10,Moord,Noodweer,Forensisch bewijs,Ruzie,Steekpartij,Dood direct
ECLI:NL:PHR:2022:1376,2017,2019,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Vrouw,12,Doodslag,Ontkenning,Observatie,Ruzie,Vergiftiging,Dood direct
ECLI:NL:PHR:2018:8610,2022,2019,Noord-Nederland,Moord,Moord,Vergif,Man,Man,20,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2015:232,2022,2012,Rotterdam,Moord,Moord,Mes,Man,Vrouw,10,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood later
ECLI:NL:GHARL:2016:7019,2022,2017,Rotterdam,Moord,Poging tot moord,Mes,Man,Man,20,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Verstikking,Zwaar gewond
ECLI:NL:PHR:2022:1260,2011,2016,Midden-Nederland,Doodslag,Doodslag,Wurging,Man,Vrouw,12,Moord,Noodweer,Getuigenverklaring,Relatieproblemen,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2021:1563,2012,2019,Noord-Nederland,Moord,Poging tot moord,Mes,Man,Man,20,Doodslag,Noodweer,Getuigenverklaring,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:HR:2016:5233,2019,2011,Rotterdam,Moord,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Ontkenning,Getuigenverklaring,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:GHARL:2019:2346,2016,2021,Rotterdam,Moord,Poging tot moord,Mes,Man,Man,12,Moord,Ontkenning,Bekentenis,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2017:2440,2020,2014,Midden-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Man,15,Doodslag,Ontkenning,Observatie,Ruzie,Verstikking,Dood direct
ECLI:NL:HR:2023:9328,2016,2024,Oost-Nederland,Moord,Doodslag,Vergif,Man,Vrouw,15,Moord,Noodweer,Observatie,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:HR:2017:7310,2016,2023,Midden-Nederland,Doodslag,Poging tot moord,Anders,Man,Man,10,Moord,Geen verweer,Observatie,Ruzie,Vergiftiging,Dood later
ECLI:NL:GHARL:2018:2580,2016,2020,Rotterdam,Doodslag,Moord,Mes,Man,Man,12,Moord,Geen verweer,Getuigenverklaring,Ruzie,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2022:3659,2017,2021,Amsterdam,Doodslag,Moord,Mes,Man,Vrouw,10,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:HR:2016:2393,2016,2013,Noord-Nederland,Doodslag,Doodslag,Wurging,Man,Man,10,Doodslag,Noodweer,Observatie,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:HR:2021:5859,2010,2023,Rotterdam,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,20,Doodslag,Ontkenning,Observatie,Relatieproblemen,Slag met voorwerp,Geen letsel
ECLI:NL:RBDHA:2020:2390,2010,2019,Rotterdam,Doodslag,Poging tot moord,Wurging,Man,Man,15,Doodslag,Noodweer,Getuigenverklaring,Psychose,Schietpartij,Geen letsel
ECLI:NL:PHR:2019:1480,2018,2013,Rotterdam,Poging tot moord,Poging tot moord,Mes,Man,Vrouw,8,Doodslag,Geen verweer,Observatie,Psychose,Slag met voorwerp,Dood later
ECLI:NL:PHR:2023:9946,2013,2018,Oost-Nederland,Doodslag,Moord,Mes,Man,Vrouw,12,Moord,Ontkenning,Getuigenverklaring,Relatieproblemen,Verstikking,Dood later
ECLI:NL:GHARL:2015:5042,2021,2013,Amsterdam,Doodslag,Moord,Mes,Man,Man,15,Moord,Geen verweer,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:PHR:2023:8448,2015,2013,Amsterdam,Moord,Doodslag,Mes,Man,Vrouw,10,Moord,Noodweer,Getuigenverklaring,Financieel,Schietpartij,Dood direct
ECLI:NL:PHR:2021:4942,2010,2020,Amsterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Man,10,Moord,Ontkenning,Getuigenverklaring,Financieel,Slag met voorwerp,Dood later
ECLI:NL:HR:2018:8208,2015,2020,Midden-Nederland,Doodslag,Poging tot moord,Wurging,Vrouw,Man,15,Moord,Geen verweer,Observatie,Ruzie,Vergiftiging,Dood later
ECLI:NL:RBDHA:2016:4049,2022,2021,Rotterdam,Moord,Moord,Mes,Man,Vrouw,8,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Vergiftiging,Geen letsel
ECLI:NL:RBDHA:2016:8755,2018,2024,Amsterdam,Vrijspraak,Moord,Wurging,Man,Vrouw,8,Moord,Noodweer,Getuigenverklaring,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:HR:2020:5285,2013,2013,Rotterdam,Poging tot moord,Doodslag,Mes,Vrouw,Man,12,Doodslag,Ontkenning,Forensisch bewijs,Psychose,Steekpartij,Dood later
ECLI:NL:PHR:2021:9412,2010,2022,Oost-Nederland,Doodslag,Doodslag,Anders,Vrouw,Man,10,Moord,Ontkenning,Observatie,Financieel,Verstikking,Dood direct
ECLI:NL:RBDHA:2020:9051,2020,2022,Rotterdam,Vrijspraak,Poging tot moord,Vuurwapen,Man,Vrouw,10,Moord,Ontkenning,Bekentenis,Financieel,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2022:1295,2010,2018,Oost-Nederland,Doodslag,Moord,Mes,Man,Man,8,Moord,Geen verweer,Getuigenverklaring,Psychose,Slag met voorwerp,Dood later
ECLI:NL:HR:2016:325,2020,2016,Midden-Nederland,Moord,Doodslag,Vuurwapen,Man,Vrouw,20,Doodslag,Geen verweer,Observatie,Ruzie,Verstikking,Geen letsel
ECLI:NL:GHARL:2018:752,2021,2011,Rotterdam,Poging tot moord,Doodslag,Vuurwapen,Vrouw,Vrouw,15,Doodslag,Geen verweer,Getuigenverklaring,Financieel,Steekpartij,Dood direct
